,位置,背番号,選手名,打率,試合,打席,打数,安打,二塁打,三塁打,本塁打,塁打,打点,得点,三振,四球,死球,犠打,犠飛,盗塁,盗塁死,併殺打,出塁率,長打率,ＯＰＳ,得点圏,失策,Team
6,内,5,Ｃ.Ｊ.エイブラムズ,.245,151,614,563,138,28,6,18,232,64,83,118,32,13,3,3,47,4,7,.300,.412,.712,.194,22,ワシントン・ナショナルズ
7,内,6,マイケル・チャビス,.242,48,96,91,22,3,0,2,31,5,16,33,5,0,0,0,1,0,3,.281,.341,.622,.250,0,ワシントン・ナショナルズ
8,内,8,カーター・キーブーム,.207,27,94,87,18,2,0,4,32,11,12,27,6,1,0,0,0,0,2,.266,.368,.634,.227,2,ワシントン・ナショナルズ
9,内,14,イルデマロ・バルガス,.252,86,286,262,66,13,2,4,95,31,32,20,19,1,3,1,1,1,10,.304,.363,.666,.268,6,ワシントン・ナショナルズ
10,内,22,ドミニク・スミス,.254,153,586,527,134,21,1,12,193,46,57,91,47,10,0,2,1,1,12,.326,.366,.692,.175,7,ワシントン・ナショナルズ
11,内,33,トラビス・ブランケンホーン,.161,10,37,31,5,0,0,1,8,1,2,6,6,0,0,0,0,0,0,.297,.258,.555,.000,0,ワシントン・ナショナルズ
12,外,16,ビクトル・ロブレス,.299,36,126,107,32,5,1,0,39,8,15,18,11,4,4,0,8,1,3,.385,.364,.750,.214,0,ワシントン・ナショナルズ
13,外,17,アレックス・コール,.200,128,439,375,75,14,1,8,115,38,43,78,53,6,3,2,9,8,1,.307,.307,.614,.223,1,ワシントン・ナショナルズ
14,外,28,レーン・トーマス,.268,157,682,628,168,36,3,28,294,86,101,176,36,11,0,7,20,5,5,.315,.468,.783,.248,5,ワシントン・ナショナルズ
15,外,29,ブレーク・ラザフォード,.171,16,36,35,6,0,0,0,6,2,4,10,1,0,0,0,0,0,1,.194,.171,.366,.286,0,ワシントン・ナショナルズ
16,外,30,ジェーコブ・ヤング,.252,33,121,107,27,7,1,0,36,12,9,22,10,1,3,0,13,0,2,.322,.336,.658,.379,1,ワシントン・ナショナルズ
17,外,36,ストーン・ギャレット,.269,89,271,234,63,17,0,9,107,40,40,82,26,3,0,5,3,1,6,.343,.457,.801,.338,2,ワシントン・ナショナルズ
18,外,39,ジェイク・アル,.226,51,175,159,36,2,1,2,46,16,14,42,10,3,1,2,5,1,2,.282,.289,.571,.244,1,ワシントン・ナショナルズ
19,外,70,ジェレミー・デラロサ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ワシントン・ナショナルズ
20,指,45,ジョーイ・メネセス,.275,154,657,611,168,36,1,13,245,89,71,130,38,5,0,3,0,0,15,.321,.401,.722,.363,0,ワシントン・ナショナルズ
0,捕,2,オマー・ナルバエス,.211,49,146,128,27,5,0,2,38,7,12,27,14,0,1,3,0,0,1,.283,.297,.580,.091,5,ニューヨーク・メッツ
1,捕,4,フランシスコ・アルバレス,.209,123,423,382,80,12,0,25,167,63,51,110,34,6,0,1,2,0,14,.284,.437,.721,.245,13,ニューヨーク・メッツ
2,捕,61,ミチャエル・ペレス,.500,3,8,8,4,1,0,0,5,0,1,1,0,0,0,0,0,0,0,.500,.625,1.125,.000,0,ニューヨーク・メッツ
3,内,1,ジェフ・マクニール,.270,156,648,585,158,25,4,10,221,55,75,65,39,18,3,3,10,0,5,.333,.378,.711,.318,5,ニューヨーク・メッツ
4,内,10,ロニー・マウリシオ,.248,26,108,101,25,4,0,2,35,9,11,31,7,0,0,0,7,0,2,.296,.347,.643,.261,1,ニューヨーク・メッツ
5,内,12,フランシスコ・リンドア,.254,160,687,602,153,33,2,31,283,98,108,137,66,12,0,7,31,4,8,.336,.470,.806,.250,11,ニューヨーク・メッツ
6,内,13,ルイス・ギローメ,.224,54,120,107,24,6,1,1,35,9,12,28,10,0,2,1,0,0,4,.288,.327,.615,.235,3,ニューヨーク・メッツ
7,内,15,ダニー・メンディック,.185,35,69,65,12,3,0,1,18,4,4,15,4,0,0,0,1,0,1,.232,.277,.509,.091,1,ニューヨーク・メッツ
8,内,19,ジョナサン・アラウス,.136,27,66,59,8,0,0,3,17,9,3,18,5,0,2,0,0,0,1,.203,.288,.491,.308,1,ニューヨーク・メッツ
9,内,20,ピート・アロンソ,.217,154,658,568,123,21,2,46,286,118,92,151,65,21,0,4,4,1,17,.318,.504,.821,.257,6,ニューヨーク・メッツ
10,内,22,ブレット・ベイティー,.212,108,389,353,75,12,0,9,114,34,41,109,29,2,1,1,2,0,8,.275,.323,.598,.220,10,ニューヨーク・メッツ
11,内,27,マーク・ビエントス,.211,65,233,218,46,5,1,9,80,22,19,71,10,3,0,2,1,0,5,.253,.367,.620,.192,4,ニューヨーク・メッツ
12,内,-,ルイサンヘル・アクーニャ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ニューヨーク・メッツ
13,外,6,スターリング・マルテ,.248,86,341,315,78,7,1,5,102,28,38,69,16,8,2,0,24,4,8,.301,.324,.625,.225,1,ニューヨーク・メッツ
14,外,9,ブランドン・ニモ,.274,152,682,592,162,30,6,24,276,68,89,146,74,11,1,4,3,3,6,.363,.466,.829,.245,4,ニューヨーク・メッツ
15,外,26,ティム・ロキャスト,.232,43,67,56,13,3,0,2,22,3,13,22,3,6,2,0,6,0,0,.338,.393,.731,.111,1,ニューヨーク・メッツ
16,外,29,Ｄ．Ｊ．スチュワート,.238,58,185,160,38,8,0,11,79,26,21,56,15,7,1,1,1,1,3,.328,.494,.822,.200,1,ニューヨーク・メッツ
17,外,30,ラファエル・オルテガ,.219,47,136,114,25,3,0,1,31,8,16,33,20,1,1,0,6,1,0,.341,.272,.613,.263,0,ニューヨーク・メッツ
18,指,32,ダニエル・ボーゲルバック,.233,104,319,275,64,8,0,13,111,48,33,81,42,2,0,0,0,0,6,.339,.404,.742,.275,0,ニューヨーク・メッツ
0,捕,10,Ｊ．Ｔ．リアルミュート,.252,135,540,489,123,28,5,20,221,63,70,138,35,9,0,5,16,5,10,.310,.452,.762,.205,2,フィラデルフィア・フィリーズ
1,捕,13,ラファエル・マルシャン,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,フィラデルフィア・フィリーズ
2,捕,21,ギャレット・スタッブス,.204,41,125,113,23,4,1,1,32,12,15,29,9,2,1,0,2,0,0,.274,.283,.557,.316,5,フィラデルフィア・フィリーズ
3,内,3,ブライス・ハーパー,.293,126,546,457,134,29,1,21,228,72,84,119,80,5,0,4,11,3,10,.401,.499,.900,.272,1,フィラデルフィア・フィリーズ
4,内,5,ブライソン・ストット,.280,151,640,585,164,32,2,15,245,62,78,100,39,7,1,8,31,3,10,.329,.419,.747,.277,5,フィラデルフィア・フィリーズ
5,内,7,トレー・ターナー,.266,155,691,639,170,35,5,26,293,76,102,150,45,6,0,1,30,0,12,.320,.459,.778,.241,23,フィラデルフィア・フィリーズ
6,内,17,リース・ホスキンス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,フィラデルフィア・フィリーズ
7,内,23,コディ・クレメンス,.230,49,148,139,32,7,0,4,51,13,15,40,8,1,0,0,0,0,1,.277,.367,.644,.120,1,フィラデルフィア・フィリーズ
8,内,24,ダリック・ホール,.167,18,56,54,9,1,0,1,13,3,2,18,2,0,0,0,0,0,2,.196,.241,.437,.067,3,フィラデルフィア・フィリーズ
9,内,28,アレク・ベーム,.274,145,611,558,153,31,0,20,244,97,74,94,42,5,0,6,4,1,23,.327,.437,.765,.344,9,フィラデルフィア・フィリーズ
10,内,29,ロドルフ・カストロ,.211,92,256,227,48,7,0,6,73,24,21,74,23,5,0,1,1,4,4,.297,.322,.618,.164,13,フィラデルフィア・フィリーズ
11,内,33,エドムンド・ソーサ,.251,104,300,279,70,15,2,10,119,30,34,74,8,9,2,1,4,2,10,.293,.427,.719,.216,11,フィラデルフィア・フィリーズ
12,内,37,ウェストン・ウィルソン,.313,8,22,16,5,0,0,1,8,2,5,5,6,0,0,0,3,1,0,.500,.500,1.000,.250,2,フィラデルフィア・フィリーズ
13,外,8,ニック・カステラノス,.272,157,671,626,170,37,2,29,298,106,79,185,36,3,0,6,11,2,17,.311,.476,.788,.281,0,フィラデルフィア・フィリーズ
14,外,12,カイル・シュワバー,.197,160,720,585,115,19,1,47,277,104,108,215,126,6,0,3,0,2,4,.343,.474,.817,.216,5,フィラデルフィア・フィリーズ
15,外,16,ブランドン・マーシュ,.277,133,472,404,112,25,6,12,185,60,58,144,59,4,1,4,10,2,4,.372,.458,.829,.310,5,フィラデルフィア・フィリーズ
16,外,18,ヨハン・ロハス,.302,59,164,149,45,9,2,2,64,23,24,42,5,4,6,0,14,1,1,.342,.430,.771,.357,2,フィラデルフィア・フィリーズ
17,外,19,クリスチャン・パチェ,.238,48,95,84,20,7,1,2,35,11,12,27,10,0,1,0,2,3,1,.319,.417,.736,.231,1,フィラデルフィア・フィリーズ
18,外,40,シモン・ムジオッティ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,フィラデルフィア・フィリーズ
19,外,44,ジェーク・ケーブ,.212,65,203,184,39,8,1,5,64,21,18,55,15,1,1,2,3,0,3,.272,.348,.620,.250,1,フィラデルフィア・フィリーズ
0,捕,4,ニック・フォーテス,.204,108,323,294,60,10,0,6,88,26,33,59,17,7,3,2,4,2,12,.263,.299,.562,.241,12,マイアミ・マーリンズ
1,捕,58,ジェイコブ・スターリングズ,.191,89,276,241,46,14,0,3,69,20,22,67,27,3,3,2,0,0,9,.278,.286,.565,.175,6,マイアミ・マーリンズ
2,内,3,ルイス・アラエス,.354,147,617,574,203,30,3,10,269,69,71,34,35,4,1,3,3,2,18,.393,.469,.861,.434,4,マイアミ・マーリンズ
3,内,5,ジョン・バーティ,.296,133,425,389,115,16,3,7,158,33,53,77,29,2,2,3,16,6,10,.345,.406,.751,.213,12,マイアミ・マーリンズ
4,内,10,ユリエスキ・グリエル,.247,109,330,299,74,16,3,4,108,28,32,44,26,1,0,4,4,0,13,.306,.361,.667,.200,2,マイアミ・マーリンズ
5,内,15,ジョーダン・グロシャンズ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,マイアミ・マーリンズ
6,内,18,ジョーイ・ウェンドル,.212,112,318,297,63,16,3,2,91,20,33,67,13,2,3,3,7,1,8,.248,.306,.554,.178,10,マイアミ・マーリンズ
7,内,36,ジェイク・バーガー,.250,141,540,492,123,28,1,34,255,80,71,149,32,12,0,4,1,1,4,.309,.518,.828,.237,9,マイアミ・マーリンズ
8,内,63,イグゼイビアー・エドワーズ,.291,30,85,79,23,3,0,0,26,3,12,14,3,1,2,0,5,0,1,.325,.329,.654,.211,0,マイアミ・マーリンズ
9,内,67,ジェイコブ・アマヤ,.222,4,9,9,2,0,0,0,2,2,1,1,0,0,0,0,1,0,0,.222,.222,.444,.250,0,マイアミ・マーリンズ
10,外,1,ギャレット・ハンプソン,.275,98,253,222,61,12,1,3,84,23,30,68,23,3,3,2,5,0,3,.348,.378,.726,.241,4,マイアミ・マーリンズ
11,外,2,ジャズ・チザム,.252,97,384,353,89,13,2,19,163,52,51,118,26,2,1,2,22,3,4,.305,.462,.767,.264,3,マイアミ・マーリンズ
12,外,6,ペイトン・バーディック,.182,14,37,33,6,2,0,1,11,2,4,18,3,1,0,0,1,0,0,.270,.333,.604,.111,0,マイアミ・マーリンズ
13,外,7,ヘスス・サンチェス,.253,125,402,360,91,23,3,14,162,52,43,107,38,2,1,1,3,1,12,.327,.450,.777,.258,3,マイアミ・マーリンズ
14,外,14,ブライアン・デラクルーズ,.259,153,627,580,150,32,0,19,239,78,61,142,40,1,0,5,4,1,18,.305,.412,.717,.242,5,マイアミ・マーリンズ
15,外,24,アビサイル・ガルシア,.185,37,118,108,20,3,1,3,34,12,8,39,6,2,0,0,2,0,1,.241,.315,.556,.259,0,マイアミ・マーリンズ
16,外,49,ジョナサン・デービス,.244,34,104,90,22,4,1,2,34,10,22,29,7,2,2,2,1,2,1,.307,.378,.685,.280,0,マイアミ・マーリンズ
17,外,54,デーン・マイヤーズ,.269,22,70,67,18,3,0,1,24,9,9,19,2,0,0,1,1,1,1,.286,.358,.644,.190,0,マイアミ・マーリンズ
18,指,9,ジョシュ・ベル,.247,150,617,547,135,28,0,22,229,74,52,134,63,2,0,3,0,1,13,.325,.419,.744,.224,3,マイアミ・マーリンズ
19,指,12,ホルヘ・ソレア,.250,137,580,504,126,24,0,36,258,75,77,141,66,6,0,4,1,0,20,.341,.512,.853,.236,0,マイアミ・マーリンズ
0,捕,7,ビクトル・カラティニ,.259,62,226,201,52,4,0,7,77,25,23,45,19,3,0,3,1,1,8,.327,.383,.711,.222,1,ミルウォーキー・ブリュワーズ
1,捕,24,ウィリアム・コントレラス,.291,141,611,540,157,38,1,17,248,78,86,126,63,5,1,2,6,1,23,.369,.459,.828,.336,11,ミルウォーキー・ブリュワーズ
2,内,2,ブライス・トゥラング,.218,137,448,404,88,9,3,6,121,34,46,94,38,1,3,2,26,4,9,.285,.300,.585,.222,6,ミルウォーキー・ブリュワーズ
3,内,3,ジョシュ・ドナルドソン,.152,51,189,165,25,5,0,13,69,26,18,50,22,0,0,2,0,0,6,.249,.418,.667,.130,2,ミルウォーキー・ブリュワーズ
4,内,6,オーウェン・ミラー,.261,90,314,291,76,17,0,5,108,27,29,61,17,2,0,4,13,2,6,.303,.371,.674,.319,6,ミルウォーキー・ブリュワーズ
5,内,11,ロウディ・テレス,.215,106,351,311,67,9,1,13,117,47,26,86,35,0,0,5,0,0,11,.291,.376,.667,.244,2,ミルウォーキー・ブリュワーズ
6,内,12,ジャメイ・ジョーンズ,.200,7,11,10,2,1,0,0,3,3,2,5,1,0,0,0,1,0,0,.273,.300,.573,.250,0,ミルウォーキー・ブリュワーズ
7,内,13,エーブラハム・トロ,.444,9,21,18,8,0,0,2,14,9,4,5,2,1,0,0,0,0,0,.524,.778,1.302,.667,1,ミルウォーキー・ブリュワーズ
8,内,14,アンドルー・モナステリオ,.259,92,315,282,73,14,1,3,98,27,38,66,28,3,0,2,7,2,9,.330,.348,.678,.279,6,ミルウォーキー・ブリュワーズ
9,内,27,ウィリー・アダメズ,.217,149,638,553,120,29,2,24,225,80,73,165,71,6,0,6,5,3,12,.310,.407,.717,.246,14,ミルウォーキー・ブリュワーズ
10,内,41,カルロス・サンタナ,.240,146,619,550,132,33,1,23,236,86,78,104,65,0,0,4,6,0,11,.318,.429,.747,.291,8,ミルウォーキー・ブリュワーズ
11,外,5,ギャレット・ミッチェル,.246,19,73,65,16,2,1,3,29,7,10,26,7,0,0,1,1,1,0,.315,.446,.761,.176,0,ミルウォーキー・ブリュワーズ
12,外,10,サル・フレリック,.246,57,223,191,47,9,1,3,67,24,29,37,28,1,0,3,7,0,2,.341,.351,.692,.232,0,ミルウォーキー・ブリュワーズ
13,外,15,タイロン・テイラー,.234,81,243,231,54,17,1,10,103,35,36,55,8,3,0,1,9,0,10,.267,.446,.713,.269,0,ミルウォーキー・ブリュワーズ
14,外,16,ブレイク・パーキンス,.217,67,168,143,31,7,0,4,50,20,28,46,23,0,2,0,5,2,3,.325,.350,.675,.256,1,ミルウォーキー・ブリュワーズ
15,外,21,マーク・キャンハ,.262,139,507,435,114,25,1,11,174,62,51,79,49,17,0,6,11,1,11,.355,.400,.755,.315,2,ミルウォーキー・ブリュワーズ
16,外,22,クリスチャン・イエリチ,.278,144,632,550,153,34,1,19,246,76,106,140,78,3,0,1,28,3,15,.370,.447,.818,.313,2,ミルウォーキー・ブリュワーズ
17,外,28,ジョーイ・ウィーマー,.204,132,410,367,75,19,0,13,133,42,48,116,36,5,0,2,11,4,4,.283,.362,.645,.188,3,ミルウォーキー・ブリュワーズ
18,外,33,ジェシー・ウインカー,.199,61,197,166,33,5,0,1,41,23,16,51,26,4,0,1,0,0,0,.320,.247,.567,.353,0,ミルウォーキー・ブリュワーズ
19,指,25,ダリン・ラフ,.224,20,57,49,11,3,0,0,14,3,3,16,8,0,0,0,0,0,0,.333,.286,.619,.143,0,ミルウォーキー・ブリュワーズ
0,捕,6,ミゲル・アマヤ,.214,53,156,131,28,4,0,5,47,18,17,40,12,11,1,1,0,0,2,.329,.359,.688,.281,4,シカゴ・カブス
1,捕,15,ヤン・ゴームズ,.267,116,419,382,102,20,2,10,156,63,44,81,21,9,0,7,1,0,9,.315,.408,.723,.280,6,シカゴ・カブス
2,内,1,ニック・マドリガル,.263,92,294,270,71,16,1,2,95,28,34,24,10,9,5,0,10,2,3,.311,.352,.663,.275,4,シカゴ・カブス
3,内,2,ニコ・ホーナー,.283,150,688,619,175,27,4,9,237,68,98,83,49,14,1,5,43,7,12,.346,.383,.729,.302,9,シカゴ・カブス
4,内,7,ダンスビー・スワンソン,.244,147,638,565,138,25,3,22,235,80,81,154,66,5,0,2,9,1,9,.328,.416,.744,.267,11,シカゴ・カブス
5,内,9,ヘイメル・カンデラリオ,.251,140,576,505,127,39,3,22,238,70,77,127,53,13,0,4,8,1,11,.336,.471,.807,.274,9,シカゴ・カブス
6,内,16,パトリック・ウィズダム,.205,97,302,268,55,8,1,23,134,46,43,111,30,2,1,1,4,2,4,.289,.500,.789,.200,14,シカゴ・カブス
7,内,18,ジャレド・ヤング,.186,16,47,43,8,0,3,2,20,8,8,13,3,1,0,0,2,0,1,.255,.465,.720,.143,2,シカゴ・カブス
8,内,20,マイルズ・マストロブオーニ,.241,61,149,133,32,5,0,1,40,5,24,32,13,0,3,0,13,1,1,.308,.301,.609,.154,3,シカゴ・カブス
9,内,22,マット・マービス,.167,27,99,90,15,2,0,3,26,11,8,32,8,1,0,0,0,0,1,.242,.289,.531,.238,2,シカゴ・カブス
10,内,24,コディ・ベリンジャー,.307,130,556,499,153,29,1,26,262,97,95,87,40,5,0,12,20,6,7,.356,.525,.881,.323,5,シカゴ・カブス
11,外,4,アレクサンダー・カナリオ,.294,6,17,17,5,1,1,1,11,6,1,8,0,0,0,0,0,0,0,.294,.647,.941,.400,0,シカゴ・カブス
12,外,5,クリストファー・モレル,.247,107,429,388,96,17,3,26,197,70,62,133,36,2,1,2,6,2,7,.313,.508,.821,.270,3,シカゴ・カブス
13,外,8,イアン・ハップ,.248,158,691,580,144,35,4,21,250,84,86,153,99,6,0,6,14,3,12,.360,.431,.791,.250,3,シカゴ・カブス
14,外,27,鈴木誠也,.285,138,583,515,147,31,6,20,250,74,75,130,59,2,0,7,6,7,8,.357,.485,.842,.275,3,シカゴ・カブス
15,外,40,マイク・トークマン,.252,108,401,337,85,18,0,8,127,48,64,86,56,4,1,3,7,1,4,.363,.377,.739,.325,4,シカゴ・カブス
16,外,52,ピーター・クロー・アームストロング,.000,13,19,14,0,0,0,0,0,1,3,7,3,0,2,0,2,2,0,.176,.000,.176,.000,0,シカゴ・カブス
17,外,88,ケビン・アルカンタラ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,シカゴ・カブス
18,外,94,ブレネン・デービス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,シカゴ・カブス
19,投,32,マイケル・フルマー,.000,58,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,0,シカゴ・カブス
0,捕,12,カート・カサーリ,.175,40,96,80,14,2,0,0,16,6,8,23,11,2,3,0,0,0,1,.290,.200,.490,.167,2,シンシナティ・レッズ
1,捕,22,ルーク・メーリ,.235,78,199,179,42,10,0,6,70,25,17,49,14,5,1,0,2,1,8,.308,.391,.699,.204,5,シンシナティ・レッズ
2,捕,37,タイラー・スティーブンソン,.243,142,517,465,113,20,2,13,176,56,59,135,47,4,0,1,0,1,16,.317,.378,.696,.214,4,シンシナティ・レッズ
3,内,2,ホセ・バレロ,.218,46,149,133,29,8,0,2,43,17,15,44,15,0,0,1,3,2,1,.295,.323,.619,.206,3,シンシナティ・レッズ
4,内,6,ジョナサン・インディア,.244,119,529,454,111,23,0,17,185,61,78,109,52,16,0,7,14,2,13,.338,.407,.746,.219,9,シンシナティ・レッズ
5,内,7,スペンサー・ステア,.271,156,665,582,158,37,3,23,270,86,74,139,68,11,0,4,15,3,9,.356,.464,.820,.261,10,シンシナティ・レッズ
6,内,9,マット・マクレーン,.290,89,403,365,106,23,4,16,185,50,65,115,31,7,0,0,14,5,5,.357,.507,.864,.329,5,シンシナティ・レッズ
7,内,15,ニック・センゼル,.236,104,330,301,71,10,0,13,120,42,49,74,26,1,0,2,6,2,9,.297,.399,.696,.282,5,シンシナティ・レッズ
8,内,16,ノエルビ・マルテ,.316,35,123,114,36,7,0,3,52,15,15,25,8,1,0,0,6,2,1,.366,.456,.822,.400,5,シンシナティ・レッズ
9,内,19,ジョーイ・ボット,.202,65,242,208,42,6,0,14,90,38,26,62,27,7,0,0,0,0,2,.314,.433,.747,.283,1,シンシナティ・レッズ
10,内,33,クリスチャン・エンカーナシオン＝ストランド,.270,63,241,222,60,7,0,13,106,37,29,69,14,5,0,0,2,0,5,.328,.477,.805,.314,2,シンシナティ・レッズ
11,内,35,ヘスス・ロペス,.500,1,2,2,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,.500,1.000,1.500,1.000,0,シンシナティ・レッズ
12,内,44,エリー・デラクルーズ,.235,98,427,388,91,15,7,13,159,44,67,144,35,2,1,1,35,8,6,.300,.410,.710,.231,14,シンシナティ・レッズ
13,外,4,ハリソン・ベイダー,.232,98,344,319,74,12,2,7,111,40,44,59,17,3,1,4,20,3,7,.274,.348,.622,.250,6,シンシナティ・レッズ
14,外,17,スタアー・フェアチルド,.228,97,255,219,50,16,2,5,85,28,34,69,25,6,3,2,10,3,2,.321,.388,.710,.246,2,シンシナティ・レッズ
15,外,23,ニコラス・マルティニ,.264,29,79,72,19,3,1,6,42,16,10,15,5,2,0,0,0,0,1,.329,.583,.912,.333,0,シンシナティ・レッズ
16,外,26,Ｔ．Ｊ．ホプキンズ,.171,25,44,41,7,0,0,0,7,1,7,17,2,1,0,0,1,0,1,.227,.171,.398,.100,3,シンシナティ・レッズ
17,外,27,ジェーク・フレーリー,.256,111,380,336,86,18,0,15,149,65,41,71,37,6,0,1,21,5,5,.339,.443,.783,.305,1,シンシナティ・レッズ
18,外,29,Ｔ．Ｊ．フリードル,.279,138,556,488,136,22,8,18,228,66,73,90,47,10,8,3,27,5,0,.352,.467,.819,.319,1,シンシナティ・レッズ
19,外,30,ウィル・ベンソン,.275,108,329,287,79,15,8,11,143,31,51,103,40,1,0,1,19,3,3,.365,.498,.863,.196,0,シンシナティ・レッズ
0,捕,25,エンディ・ロドリゲス,.220,57,204,186,41,7,2,3,61,13,27,49,17,0,0,1,0,0,3,.284,.328,.612,.209,1,ピッツバーグ・パイレーツ
1,捕,55,ジェーソン・ディレー,.251,70,187,167,42,11,1,1,58,18,20,44,14,3,2,1,0,0,5,.319,.347,.666,.283,5,ピッツバーグ・パイレーツ
2,内,6,アルフォンソ・リバス,.229,48,123,109,25,10,1,3,46,15,8,36,9,3,1,1,1,0,1,.303,.422,.725,.250,1,ピッツバーグ・パイレーツ
3,内,13,ケブライアン・ヘイズ,.271,124,525,494,134,31,7,15,224,61,65,104,28,0,0,3,10,6,11,.309,.453,.762,.265,6,ピッツバーグ・パイレーツ
4,内,15,オニール・クルーズ,.250,9,40,32,8,1,0,1,12,4,7,8,7,0,0,1,3,0,0,.375,.375,.750,.429,1,ピッツバーグ・パイレーツ
5,内,19,ジャレッド・トリオロ,.298,54,209,181,54,9,0,3,72,21,30,63,24,3,0,1,6,1,0,.388,.398,.785,.319,3,ピッツバーグ・パイレーツ
6,内,30,トゥクピタ・マルカノ,.233,75,220,202,47,12,2,3,72,18,16,35,10,3,3,2,5,2,2,.276,.356,.633,.267,3,ピッツバーグ・パイレーツ
7,内,39,ニック・ゴンザレス,.209,35,128,115,24,8,1,2,40,13,12,36,6,4,1,2,0,1,0,.268,.348,.616,.214,3,ピッツバーグ・パイレーツ
8,内,60,リオバ・ペゲロ,.237,59,213,198,47,4,1,7,74,26,21,67,11,1,2,1,6,2,6,.280,.374,.653,.294,5,ピッツバーグ・パイレーツ
9,内,71,ビニー・キャプラ,.167,9,21,18,3,1,0,0,4,1,3,5,2,0,1,0,0,0,0,.250,.222,.472,.667,1,ピッツバーグ・パイレーツ
10,内,75,アリカ・ウィリアムズ,.198,46,112,101,20,5,0,0,25,6,7,35,9,1,1,0,0,0,2,.270,.248,.518,.200,4,ピッツバーグ・パイレーツ
11,外,2,コナー・ジョー,.247,133,472,413,102,31,4,11,174,42,63,110,50,8,0,1,3,5,4,.339,.421,.760,.165,2,ピッツバーグ・パイレーツ
12,外,3,ベ・ジファン,.231,111,371,334,77,17,2,2,104,32,54,92,30,2,3,2,24,9,4,.296,.311,.608,.296,10,ピッツバーグ・パイレーツ
13,外,10,ブライアン・レイノルズ,.263,145,640,574,151,31,5,24,264,84,85,138,53,7,0,6,12,1,13,.330,.460,.790,.290,2,ピッツバーグ・パイレーツ
14,外,26,ミゲル・アンドゥハー,.250,30,90,84,21,7,0,4,40,18,9,13,6,0,0,0,2,0,1,.300,.476,.776,.333,0,ピッツバーグ・パイレーツ
15,外,28,ケーナン・スミスジグバ,.125,15,37,32,4,1,1,0,7,5,3,16,4,0,0,1,1,0,1,.216,.219,.435,.125,0,ピッツバーグ・パイレーツ
16,外,32,ヘンリー・デービス,.213,62,255,225,48,10,0,7,79,24,27,69,25,4,0,1,3,5,3,.302,.351,.653,.162,4,ピッツバーグ・パイレーツ
17,外,54,ジョシュ・パラシオス,.239,91,264,247,59,9,2,10,102,40,26,56,12,2,2,1,5,0,7,.279,.413,.692,.277,3,ピッツバーグ・パイレーツ
18,外,65,ジャック・スウィンスキー,.224,144,534,447,100,21,2,26,203,74,63,172,75,6,0,6,13,2,2,.339,.454,.793,.262,1,ピッツバーグ・パイレーツ
19,指,22,アンドルー・マカチェン,.256,112,473,390,100,19,0,12,155,43,55,100,75,4,0,4,11,3,8,.378,.397,.776,.276,0,ピッツバーグ・パイレーツ
0,捕,7,アンドルー・キズナー,.241,70,241,224,54,11,0,10,95,31,30,62,12,3,1,1,2,0,8,.288,.424,.712,.196,1,セントルイス・カージナルス
1,捕,40,ウィルソン・コントレラス,.264,125,495,428,113,27,0,20,200,67,55,111,51,13,1,2,6,3,12,.358,.467,.826,.314,8,セントルイス・カージナルス
2,捕,48,イバン・ヘレラ,.297,13,44,37,11,2,0,0,13,4,6,11,5,2,0,0,0,0,1,.409,.351,.760,.267,0,セントルイス・カージナルス
3,内,0,メイシン・ウィン,.172,37,137,122,21,2,0,2,29,12,8,26,10,0,2,3,2,1,1,.230,.238,.467,.091,3,セントルイス・カージナルス
4,内,16,ノーラン・ゴーマン,.236,119,464,406,96,17,0,27,194,76,59,148,53,3,0,2,7,2,5,.328,.478,.805,.271,6,セントルイス・カージナルス
5,内,19,トミー・エドマン,.248,137,528,479,119,25,4,13,191,47,69,84,35,7,3,4,27,4,9,.307,.399,.705,.222,8,セントルイス・カージナルス
6,内,26,ルーケン・ベーカー,.209,33,99,86,18,3,0,2,27,10,9,31,13,0,0,0,0,0,1,.313,.314,.627,.217,0,セントルイス・カージナルス
7,内,28,ノーラン・アレナド,.266,144,612,560,149,26,2,26,257,93,71,101,41,3,0,8,3,3,21,.315,.459,.774,.258,9,セントルイス・カージナルス
8,内,33,ブレンダン・ドノバン,.284,95,371,327,93,10,1,11,138,34,48,53,33,9,1,1,5,1,4,.365,.422,.787,.310,3,セントルイス・カージナルス
9,内,35,ホセ・フェルミン,.235,21,61,51,12,1,0,0,13,4,2,8,6,2,2,0,0,1,1,.339,.255,.594,.222,2,セントルイス・カージナルス
